#Tempo    Entrada    Saída
0.447000    -121.710678     121.710678
0.447500    -129.205597     129.205597
0.448000    -136.619766     136.619766
0.448500    -143.948547     143.948547
0.449000    -151.187378     151.187378
0.449500    -158.331711     158.331711
0.450000    -165.377106     165.377106
0.450500    -172.319138     172.319138
0.451000    -179.153473     179.153473
0.451500    -185.875839     185.875839
0.452000    -192.482040     192.482040
0.452500    -198.967957     198.967957
0.453000    -205.329514     205.329514
0.453500    -211.562744     211.562744
0.454000    -217.663773     217.663773
0.454500    -223.628754     223.628754
0.455000    -229.453979     229.453979
0.455500    -235.135803     235.135803
0.456000    -240.670670     240.670670
0.456500    -246.055130     246.055130
0.457000    -251.285812     251.285812
0.457500    -256.359436     256.359436
0.458000    -261.272858     261.272858
0.458500    -266.023010     266.023010
0.459000    -270.606873     270.606873
0.459500    -275.021637     275.021637
0.460000    -279.264496     279.264496
0.460500    -283.332855     283.332855
0.461000    -287.224121     287.224121
0.461500    -290.935883     290.935883
0.462000    -294.465851     294.465851
0.462500    -297.811737     297.811737
0.463000    -300.971527     300.971527
0.463500    -303.943237     303.943237
0.464000    -306.724945     306.724945
0.464500    -309.315002     309.315002
0.465000    -311.711731     311.711731
0.465500    -313.913635     313.913635
0.466000    -315.919373     315.919373
0.466500    -317.727692     317.727692
0.467000    -319.337402     319.337402
0.467500    -320.747559     320.747559
0.468000    -321.957245     321.957245
0.468500    -322.965729     322.965729
0.469000    -323.772369     323.772369
0.469500    -324.376648     324.376648
0.470000    -324.778229     324.778229
0.470500    -324.976807     324.976807
0.471000    -324.972290     324.972290
0.471500    -324.764709     324.764709
0.472000    -324.354126     324.354126
0.472500    -323.740845     323.740845
0.473000    -322.925232     322.925232
0.473500    -321.907806     321.907806
0.474000    -320.689178     320.689178
0.474500    -319.270142     319.270142
0.475000    -317.651581     317.651581
0.475500    -315.834503     315.834503
0.476000    -313.820007     313.820007
0.476500    -311.609406     311.609406
0.477000    -309.204071     309.204071
0.477500    -306.605469     306.605469
0.478000    -303.815277     303.815277
0.478500    -300.835205     300.835205
0.479000    -297.667084     297.667084
0.479500    -294.312958     294.312958
0.480000    -290.774902     290.774902
0.480500    -287.055115     287.055115
0.481000    -283.155914     283.155914
0.481500    -279.079773     279.079773
0.482000    -274.829224     274.829224
0.482500    -270.406891     270.406891
0.483000    -265.815552     265.815552
0.483500    -261.058105     261.058105
0.484000    -256.137512     256.137512
0.484500    -251.056824     251.056824
0.485000    -245.819244     245.819244
0.485500    -240.428040     240.428040
0.486000    -234.886566     234.886566
0.486500    -229.198303     229.198303
0.487000    -223.366791     223.366791
0.487500    -217.395691     217.395691
0.488000    -211.288727     211.288727
0.488500    -205.049698     205.049698
0.489000    -198.682541     198.682541
0.489500    -192.191193     192.191193
0.490000    -185.579742     185.579742
0.490500    -178.852310     178.852310
0.491000    -172.013107     172.013107
0.491500    -165.066391     165.066391
0.492000    -158.016525     158.016525
0.492500    -150.867889     150.867889
0.493000    -143.624969     143.624969
0.493500    -136.292297     136.292297
0.494000    -128.874435     128.874435
0.494500    -121.376045     121.376045
0.495000    -113.801788     113.801788
0.495500    -106.156418     106.156418
0.496000    -98.444695     98.444695
0.496500    -90.671448     90.671448
0.497000    -82.841537     82.841537
0.497500    -74.959854     74.959854
0.498000    -67.031319     67.031319
0.498500    -59.060898     59.060898
0.499000    -51.053562     51.053562
0.499500    -43.014320     43.014320
